Date,Simulated NO3,Threshold,Output
1921-07-09,0.345165321,0.5,0.089424
1921-07-10,0.343680331,0.5,0.089424
1921-07-11,0.342197409,0.5,0.089424
1921-07-12,0.340716884,0.5,0.089424
1921-07-13,0.339238558,0.5,0.089424
1921-07-14,0.337763019,0.5,0.089424
1921-07-15,0.336290728,0.5,0.089424
1921-07-16,0.334821644,0.5,0.089424
1921-07-17,0.333355788,0.5,0.089424
1921-07-18,0.331893246,0.5,0.089424
1921-07-19,0.330434454,0.5,0.089424
1921-07-20,0.32897975,0.5,0.089424
1921-07-21,0.32752916,0.5,0.089424
1921-07-22,0.326082458,0.5,0.089424
1921-07-23,0.324639684,0.5,0.089424
1921-07-24,0.323201134,0.5,0.089424
1921-07-25,0.321766676,0.5,0.089424
1921-07-26,0.320336577,0.5,0.089424
1921-07-27,0.318911073,0.5,0.089424
1921-07-28,0.317490478,0.5,0.089424
1921-07-29,0.316074324,0.5,0.089424
1921-07-30,0.314662571,0.5,0.089424
1921-07-31,0.313255289,0.5,0.0914976
1921-08-01,0.311456104,0.5,0.0914976
1921-08-02,0.309655816,0.5,0.0914976
1921-08-03,0.307863816,0.5,0.0914976
1921-08-04,0.306080228,0.5,0.0914976
1921-08-05,0.304304986,0.5,0.0914976
1921-08-06,0.302538456,0.5,0.0914976
1921-08-07,0.300780008,0.5,0.0914976
1921-08-08,0.29903003,0.5,0.0914976
1921-08-09,0.297287894,0.5,0.0914976
1921-08-10,0.295553961,0.5,0.0914976
1921-08-11,0.293828399,0.5,0.0914976
1921-08-12,0.292111372,0.5,0.0914976
1921-08-13,0.290402121,0.5,0.0914976
1921-08-14,0.288701082,0.5,0.0914976
1921-08-15,0.287009043,0.5,0.0914976
1921-08-16,0.285325658,0.5,0.0914976
1921-08-17,0.28365163,0.5,0.0914976
1921-08-18,0.281986289,0.5,0.0914976
1921-08-19,0.280329964,0.5,0.0914976
1921-08-20,0.278682326,0.5,0.0914976
1921-08-21,0.277044175,0.5,0.0914976
1921-08-22,0.275414987,0.5,0.0914976
1921-08-23,0.27379486,0.5,0.0914976
1921-08-24,0.272183882,0.5,0.0914976
1921-08-25,0.270581727,0.5,0.0914976
1921-08-26,0.268988329,0.5,0.0914976
1921-08-27,0.267403576,0.5,0.0914976
1921-08-28,0.26582751,0.5,0.0914976
1921-08-29,0.2642606,0.5,0.0914976
1921-08-30,0.262702956,0.5,0.0914976
1921-08-31,0.261154724,0.5,0.096336
1921-09-01,0.259225657,0.5,0.096336
1921-09-02,0.257289403,0.5,0.096336
1921-09-03,0.255366335,0.5,0.096336
1921-09-04,0.253456063,0.5,0.096336
1921-09-05,0.251560492,0.5,0.096336
1921-09-06,0.249678301,0.5,0.096336
1921-09-07,0.247806235,0.5,0.096336
1921-09-08,0.245947582,0.5,0.096336
1921-09-09,0.244101827,0.5,0.096336
1921-09-10,0.242269339,0.5,0.096336
1921-09-11,0.240450543,0.5,0.096336
1921-09-12,0.238642548,0.5,0.096336
1921-09-13,0.23684576,0.5,0.096336
1921-09-14,0.235059897,0.5,0.096336
1921-09-15,0.233286784,0.5,0.096336
1921-09-16,0.231525004,0.5,0.096336
1921-09-17,0.229775142,0.5,0.096336
1921-09-18,0.228037608,0.5,0.096336
1921-09-19,0.226312802,0.5,0.096336
1921-09-20,0.224600539,0.5,0.096336
1921-09-21,0.222900901,0.5,0.096336
1921-09-22,0.221213721,0.5,0.096336
1921-09-23,0.219538972,0.5,0.096336
1921-09-24,0.217876875,0.5,0.096336
1921-09-25,0.216227253,0.5,0.096336
1921-09-26,0.214590106,0.5,0.096336
1921-09-27,0.2129663,0.5,0.096336
1921-09-28,0.211354984,0.5,0.096336
1921-09-29,0.209756069,0.5,0.096336
1921-09-30,0.208169323,0.5,0.094176
1921-10-01,0.206365478,0.5,0.094176
1921-10-02,0.204598379,0.5,0.094176
1921-10-03,0.202846205,0.5,0.094176
1921-10-04,0.201108874,0.5,0.094176
1921-10-05,0.199386327,0.5,0.094176
1921-10-06,0.197678497,0.5,0.094176
1921-10-07,0.195985301,0.5,0.094176
1921-10-08,0.194306663,0.5,0.094176
1921-10-09,0.192642517,0.5,0.094176
1921-10-10,0.190992845,0.5,0.094176
1921-10-11,0.189357448,0.5,0.094176
1921-10-12,0.187736144,0.5,0.094176
1921-10-13,0.186128885,0.5,0.094176
1921-10-14,0.184535584,0.5,0.094176
1921-10-15,0.182956258,0.5,0.094176
1921-10-16,0.181390493,0.5,0.094176
1921-10-17,0.179926213,0.5,0.094176
1921-10-18,0.178621227,0.5,0.094176
1921-10-19,0.177316806,0.5,0.094176
1921-10-20,0.176010591,0.5,0.094176
1921-10-21,0.174712259,0.5,0.094176
1921-10-22,0.173415927,0.5,0.094176
1921-10-23,0.172124422,0.5,0.094176
1921-10-24,0.170835367,0.5,0.094176
1921-10-25,0.169552692,0.5,0.094176
1921-10-26,0.168275703,0.5,0.094176
1921-10-27,0.167002374,0.5,0.094176
1921-10-28,0.166234016,0.5,0.094176
1921-10-29,0.16700348,0.5,0.094176
1921-10-30,0.167670483,0.5,0.094176
1921-10-31,0.168167352,0.5,0.0901152
1921-11-01,0.16864004,0.5,0.0901152
1921-11-02,0.168877704,0.5,0.0901152
1921-11-03,0.168884125,0.5,0.0901152
1921-11-04,0.170177422,0.5,0.0901152
1921-11-05,0.17128134,0.5,0.0901152
1921-11-06,0.172152096,0.5,0.0901152
1921-11-07,0.177055021,0.5,0.0901152
1921-11-08,0.180909836,0.5,0.0901152
1921-11-09,0.18410818,0.5,0.0901152
1921-11-10,0.186607054,0.5,0.0901152
1921-11-11,0.188473145,0.5,0.0901152
1921-11-12,0.189918692,0.5,0.0901152
1921-11-13,0.191059831,0.5,0.0901152
1921-11-14,0.19182939,0.5,0.0901152
1921-11-15,0.192303516,0.5,0.0901152
1921-11-16,0.192456656,0.5,0.0901152
1921-11-17,0.192475205,0.5,0.0901152
1921-11-18,0.192394695,0.5,0.0901152
1921-11-19,0.196469447,0.5,0.0901152
1921-11-20,0.203788754,0.5,0.0901152
1921-11-21,0.209993376,0.5,0.0901152
1921-11-22,0.214654532,0.5,0.0901152
1921-11-23,0.218162783,0.5,0.0901152
1921-11-24,0.22092771,0.5,0.0901152
1921-11-25,0.24023057,0.5,0.0901152
1921-11-26,0.249713201,0.5,0.0901152
1921-11-27,0.254321636,0.5,0.0901152
1921-11-28,0.289452273,0.5,0.0901152
1921-11-29,0.484905715,0.5,0.0901152
1921-11-30,0.489965367,0.5,0.0824256
1921-12-01,0.469718062,0.5,0.0824256
1921-12-02,0.472396894,0.5,0.0824256
1921-12-03,0.472393887,0.5,0.0824256
1921-12-04,0.473357249,0.5,0.0824256
1921-12-05,0.490647635,0.5,0.0824256
1921-12-06,0.487880701,0.5,0.0824256
1921-12-07,0.486204729,0.5,0.0824256
1921-12-08,0.484947312,0.5,0.0824256
1921-12-09,0.484523401,0.5,0.0824256
1921-12-10,0.495858785,0.5,0.0824256
1921-12-11,0.522435254,0.5,0
1921-12-12,0.519313724,0.5,0
1921-12-13,0.516697328,0.5,0
1921-12-14,0.514375262,0.5,0
1921-12-15,0.511639513,0.5,0
1921-12-16,0.508937514,0.5,0
1921-12-17,0.508203566,0.5,0
1921-12-18,0.507396289,0.5,0
1921-12-19,0.506921032,0.5,0
1921-12-20,0.506896275,0.5,0
1921-12-21,0.506837367,0.5,0
1921-12-22,0.510103542,0.5,0
1921-12-23,0.508924428,0.5,0
1921-12-24,0.508138531,0.5,0
1921-12-25,0.506749793,0.5,0
1921-12-26,0.508242271,0.5,0
1921-12-27,0.506079831,0.5,0
1921-12-28,0.504025586,0.5,0
1921-12-29,0.501801826,0.5,0
1921-12-30,0.499729287,0.5,0.0824256
1921-12-31,0.497891122,0.5,0.086832
1922-01-01,0.500798502,0.5,0
1922-01-02,0.498672678,0.5,0.086832
1922-01-03,0.496633563,0.5,0.086832
1922-01-04,0.493804039,0.5,0.086832
1922-01-05,0.491003681,0.5,0.086832
1922-01-06,0.488570456,0.5,0.086832
1922-01-07,0.486294836,0.5,0.086832
1922-01-08,0.483952619,0.5,0.086832
1922-01-09,0.481741009,0.5,0.086832
1922-01-10,0.479560432,0.5,0.086832
1922-01-11,0.477473556,0.5,0.086832
1922-01-12,0.482946184,0.5,0.086832
1922-01-13,0.481676856,0.5,0.086832
1922-01-14,0.480083395,0.5,0.086832
1922-01-15,0.478247301,0.5,0.086832
1922-01-16,0.481739679,0.5,0.086832
1922-01-17,0.480846799,0.5,0.086832
1922-01-18,0.479580904,0.5,0.086832
1922-01-19,0.477830504,0.5,0.086832
1922-01-20,0.475535042,0.5,0.086832
1922-01-21,0.473041617,0.5,0.086832
1922-01-22,0.470562748,0.5,0.086832
1922-01-23,0.468280838,0.5,0.086832
1922-01-24,0.465936524,0.5,0.086832
1922-01-25,0.463548426,0.5,0.086832
1922-01-26,0.461243662,0.5,0.086832
1922-01-27,0.458946214,0.5,0.086832
1922-01-28,0.456728654,0.5,0.086832
1922-01-29,0.45454515,0.5,0.086832
1922-01-30,0.4523475,0.5,0.086832
1922-01-31,0.450074225,0.5,0.09072
1922-02-01,0.447593509,0.5,0.09072
1922-02-02,0.445038192,0.5,0.09072
1922-02-03,0.442485428,0.5,0.09072
1922-02-04,0.43993299,0.5,0.09072
1922-02-05,0.437322426,0.5,0.09072
1922-02-06,0.434663091,0.5,0.09072
1922-02-07,0.431959147,0.5,0.09072
1922-02-08,0.429217085,0.5,0.09072
1922-02-09,0.426453995,0.5,0.09072
1922-02-10,0.424936184,0.5,0.09072
1922-02-11,0.429306263,0.5,0.09072
1922-02-12,0.427665104,0.5,0.09072
1922-02-13,0.425824717,0.5,0.09072
1922-02-14,0.424006091,0.5,0.09072
1922-02-15,0.422224509,0.5,0.09072
1922-02-16,0.420224394,0.5,0.09072
1922-02-17,0.417955357,0.5,0.09072
1922-02-18,0.415529481,0.5,0.09072
1922-02-19,0.41285711,0.5,0.09072
1922-02-20,0.410196284,0.5,0.09072
1922-02-21,0.407561732,0.5,0.09072
1922-02-22,0.404936202,0.5,0.09072
1922-02-23,0.402231473,0.5,0.09072
1922-02-24,0.399517674,0.5,0.09072
1922-02-25,0.399052262,0.5,0.09072
1922-02-26,0.396813372,0.5,0.09072
1922-02-27,0.394326024,0.5,0.09072
1922-02-28,0.391754647,0.5,0.093312
1922-03-01,0.389023892,0.5,0.093312
1922-03-02,0.38678707,0.5,0.093312
1922-03-03,0.384539073,0.5,0.093312
1922-03-04,0.383199509,0.5,0.093312
1922-03-05,0.381061594,0.5,0.093312
1922-03-06,0.378863042,0.5,0.093312
1922-03-07,0.37655277,0.5,0.093312
1922-03-08,0.374208711,0.5,0.093312
1922-03-09,0.37182051,0.5,0.093312
1922-03-10,0.369414659,0.5,0.093312
1922-03-11,0.367022926,0.5,0.093312
1922-03-12,0.364654587,0.5,0.093312
1922-03-13,0.362997302,0.5,0.093312
1922-03-14,0.360904775,0.5,0.093312
1922-03-15,0.35863763,0.5,0.093312
1922-03-16,0.356281979,0.5,0.093312
1922-03-17,0.353901279,0.5,0.093312
1922-03-18,0.351481648,0.5,0.093312
1922-03-19,0.350717192,0.5,0.093312
1922-03-20,0.3487142,0.5,0.093312
1922-03-21,0.346671554,0.5,0.093312
1922-03-22,0.344605045,0.5,0.093312
1922-03-23,0.342438157,0.5,0.093312
1922-03-24,0.340193481,0.5,0.093312
1922-03-25,0.337861177,0.5,0.093312
1922-03-26,0.335446391,0.5,0.093312
1922-03-27,0.333051519,0.5,0.093312
1922-03-28,0.330667686,0.5,0.093312
1922-03-29,0.328284026,0.5,0.093312
1922-03-30,0.325946494,0.5,0.093312
1922-03-31,0.323614143,0.5,0.0905472
1922-04-01,0.321810719,0.5,0.0905472
1922-04-02,0.319957224,0.5,0.0905472
1922-04-03,0.318078365,0.5,0.0905472
1922-04-04,0.316188018,0.5,0.0905472
1922-04-05,0.314296663,0.5,0.0905472
1922-04-06,0.312407949,0.5,0.0905472
1922-04-07,0.310521151,0.5,0.0905472
1922-04-08,0.308643591,0.5,0.0905472
1922-04-09,0.306765502,0.5,0.0905472
1922-04-10,0.304887545,0.5,0.0905472
1922-04-11,0.303013017,0.5,0.0905472
1922-04-12,0.301137696,0.5,0.0905472
1922-04-13,0.299265052,0.5,0.0905472
1922-04-14,0.297392343,0.5,0.0905472
1922-04-15,0.295520898,0.5,0.0905472
1922-04-16,0.293651854,0.5,0.0905472
1922-04-17,0.29178387,0.5,0.0905472
1922-04-18,0.289917784,0.5,0.0905472
1922-04-19,0.288054124,0.5,0.0905472
1922-04-20,0.286193719,0.5,0.0905472
1922-04-21,0.284337312,0.5,0.0905472
1922-04-22,0.282484939,0.5,0.0905472
1922-04-23,0.280635766,0.5,0.0905472
1922-04-24,0.278790388,0.5,0.0905472
1922-04-25,0.276948836,0.5,0.0905472
1922-04-26,0.275111916,0.5,0.0905472
1922-04-27,0.273279414,0.5,0.0905472
1922-04-28,0.271451827,0.5,0.0905472
1922-04-29,0.269629732,0.5,0.0905472
1922-04-30,0.267812957,0.5,0.0909792
1922-05-01,0.266481537,0.5,0.0909792
1922-05-02,0.265126709,0.5,0.0909792
1922-05-03,0.263773218,0.5,0.0909792
1922-05-04,0.262421329,0.5,0.0909792
1922-05-05,0.261071077,0.5,0.0909792
1922-05-06,0.25974217,0.5,0.0909792
1922-05-07,0.258413498,0.5,0.0909792
1922-05-08,0.257086975,0.5,0.0909792
1922-05-09,0.255761242,0.5,0.0909792
1922-05-10,0.254437622,0.5,0.0909792
1922-05-11,0.253115654,0.5,0.0909792
1922-05-12,0.251795647,0.5,0.0909792
1922-05-13,0.250478186,0.5,0.0909792
1922-05-14,0.249162873,0.5,0.0909792
1922-05-15,0.247849877,0.5,0.0909792
1922-05-16,0.246539459,0.5,0.0909792
1922-05-17,0.245231442,0.5,0.0909792
1922-05-18,0.243925781,0.5,0.0909792
1922-05-19,0.242623242,0.5,0.0909792
1922-05-20,0.241324257,0.5,0.0909792
1922-05-21,0.240028941,0.5,0.0909792
1922-05-22,0.238737428,0.5,0.0909792
1922-05-23,0.237449861,0.5,0.0909792
1922-05-24,0.236187268,0.5,0.0909792
1922-05-25,0.234927676,0.5,0.0909792
1922-05-26,0.233669915,0.5,0.0909792
1922-05-27,0.232416682,0.5,0.0909792
1922-05-28,0.231166192,0.5,0.0909792
1922-05-29,0.229919457,0.5,0.0909792
1922-05-30,0.228675241,0.5,0.0909792
1922-05-31,0.227595885,0.5,0.0922752
1922-06-01,0.226643786,0.5,0.0922752
1922-06-02,0.225685356,0.5,0.0922752
1922-06-03,0.224721432,0.5,0.0922752
1922-06-04,0.223742741,0.5,0.0922752
1922-06-05,0.222757212,0.5,0.0922752
1922-06-06,0.221762517,0.5,0.0922752
1922-06-07,0.220765426,0.5,0.0922752
1922-06-08,0.219766954,0.5,0.0922752
1922-06-09,0.218767266,0.5,0.0922752
1922-06-10,0.217766818,0.5,0.0922752
1922-06-11,0.216763913,0.5,0.0922752
1922-06-12,0.215757479,0.5,0.0922752
1922-06-13,0.214751838,0.5,0.0922752
1922-06-14,0.213748055,0.5,0.0922752
1922-06-15,0.212746258,0.5,0.0922752
1922-06-16,0.211746507,0.5,0.0922752
1922-06-17,0.210749039,0.5,0.0922752
1922-06-18,0.209754007,0.5,0.0922752
1922-06-19,0.208761915,0.5,0.0922752
1922-06-20,0.207773129,0.5,0.0922752
1922-06-21,0.206787448,0.5,0.0922752
1922-06-22,0.205804803,0.5,0.0922752
1922-06-23,0.204825394,0.5,0.0922752
1922-06-24,0.203849252,0.5,0.0922752
1922-06-25,0.202876339,0.5,0.0922752
1922-06-26,0.20190694,0.5,0.0922752
1922-06-27,0.200941066,0.5,0.0922752
1922-06-28,0.199978584,0.5,0.0922752
1922-06-29,0.199019406,0.5,0.0922752
1922-06-30,0.198063662,0.5,0.089424
1922-07-01,0.197241392,0.5,0.089424
1922-07-02,0.196436489,0.5,0.089424
1922-07-03,0.195633566,0.5,0.089424
