Date,WRYM,Pywr
1920-12-21,350.32999,
1920-12-22,350.32999,
1920-12-23,350.32999,
1920-12-24,350.32999,
1920-12-25,350.32999,
1920-12-26,350.32999,
1920-12-27,350.32999,
1920-12-28,350.32999,
1920-12-29,350.32999,
1920-12-30,350.32999,
1920-12-31,350.32999,
1921-01-01,350.32999,
1921-01-02,350.32999,
1921-01-03,350.32999,
1921-01-04,350.32999,
1921-01-05,350.32999,
1921-01-06,350.32999,
1921-01-07,350.32999,
1921-01-08,350.32999,
1921-01-09,350.32999,
1921-01-10,350.32999,
1921-01-11,350.32999,
1921-01-12,350.32999,
1921-01-13,350.32999,
1921-01-14,350.32999,
1921-01-15,350.32999,
1921-01-16,350.32999,
1921-01-17,350.32999,
1921-01-18,350.32999,
1921-01-19,350.32999,
1921-01-20,350.32999,
1921-01-21,350.32999,
1921-01-22,350.32999,
1921-01-23,350.32999,
1921-01-24,350.32999,
1921-01-25,350.32999,
1921-01-26,350.32999,
1921-01-27,350.32999,
1921-01-28,350.32999,
1921-01-29,350.32999,
1921-01-30,350.32999,
1921-01-31,350.32999,
1921-02-01,350.32999,
1921-02-02,350.32999,
1921-02-03,350.32999,
1921-02-04,350.32999,
1921-02-05,350.32999,
1921-02-06,350.32999,
1921-02-07,350.32999,
1921-02-08,350.32999,
1921-02-09,350.32999,
1921-02-10,350.32999,
1921-02-11,350.32999,
1921-02-12,350.32999,
1921-02-13,350.32999,
1921-02-14,350.32999,
1921-02-15,350.32999,
1921-02-16,350.32999,
1921-02-17,350.32999,
1921-02-18,350.32999,
1921-02-19,350.32999,
1921-02-20,350.32999,
1921-02-21,350.32999,
1921-02-22,350.32999,
1921-02-23,350.32999,
1921-02-24,350.32999,
1921-02-25,350.32999,
1921-02-26,350.32999,
1921-02-27,350.32999,
1921-02-28,350.32999,
1921-03-01,350.32999,
1921-03-02,350.32999,
1921-03-03,350.32999,
1921-03-04,350.32999,
1921-03-05,350.32999,
1921-03-06,350.32999,
1921-03-07,350.32999,
1921-03-08,350.32999,
1921-03-09,350.32999,
1921-03-10,350.32999,
1921-03-11,350.32999,
1921-03-12,350.32999,
1921-03-13,350.32999,
1921-03-14,350.32999,
1921-03-15,350.32999,
1921-03-16,350.32999,
1921-03-17,350.32999,
1921-03-18,350.32999,
1921-03-19,350.32999,
1921-03-20,350.32999,
1921-03-21,350.32999,
1921-03-22,350.32999,
1921-03-23,350.32999,
1921-03-24,350.32999,
1921-03-25,350.32999,
1921-03-26,350.32999,
1921-03-27,350.32999,
1921-03-28,350.32999,
1921-03-29,350.32999,
1921-03-30,350.32999,
1921-03-31,350.32999,
1921-04-01,350.32999,
1921-04-02,350.32999,
1921-04-03,350.32999,
1921-04-04,350.32999,
1921-04-05,350.32999,
1921-04-06,350.32999,
1921-04-07,350.32999,
1921-04-08,350.32999,
1921-04-09,350.32999,
1921-04-10,350.32999,
1921-04-11,350.32999,
1921-04-12,350.32999,
1921-04-13,350.32999,
1921-04-14,350.32999,
1921-04-15,350.32999,
1921-04-16,350.32999,
1921-04-17,350.32999,
1921-04-18,350.32999,
1921-04-19,350.32999,
1921-04-20,350.32999,
1921-04-21,350.32999,
1921-04-22,350.32999,
1921-04-23,350.32999,
1921-04-24,350.32999,
1921-04-25,350.32999,
1921-04-26,350.32999,
1921-04-27,350.32999,
1921-04-28,350.32999,
1921-04-29,350.32999,
1921-04-30,350.32999,
1921-05-01,350.32999,
1921-05-02,350.32999,
1921-05-03,350.32999,
1921-05-04,350.32999,
1921-05-05,350.32999,
1921-05-06,350.32999,
1921-05-07,350.32999,
1921-05-08,350.32999,
1921-05-09,350.32999,
1921-05-10,350.32999,
1921-05-11,350.32999,
1921-05-12,350.32999,
1921-05-13,350.32999,
1921-05-14,350.32999,
1921-05-15,350.32999,
1921-05-16,350.32999,
1921-05-17,350.32999,
1921-05-18,350.32999,
1921-05-19,350.32999,
1921-05-20,350.32999,
1921-05-21,350.32999,
1921-05-22,350.32999,
1921-05-23,350.32999,
1921-05-24,350.32999,
1921-05-25,350.32999,
1921-05-26,350.32999,
1921-05-27,350.32999,
1921-05-28,350.32999,
1921-05-29,350.32999,
1921-05-30,350.32999,
1921-05-31,350.32999,
1921-06-01,350.32999,
1921-06-02,350.32999,
1921-06-03,350.32999,
1921-06-04,350.32999,
1921-06-05,350.32999,
1921-06-06,350.32999,
1921-06-07,350.32999,
1921-06-08,350.32999,
1921-06-09,350.32999,
1921-06-10,350.32999,
1921-06-11,350.32999,
1921-06-12,350.32999,
1921-06-13,350.32999,
1921-06-14,350.32999,
1921-06-15,350.32999,
1921-06-16,350.32999,
1921-06-17,350.32999,
1921-06-18,350.32999,
1921-06-19,350.32999,
1921-06-20,350.32999,
1921-06-21,350.32999,
1921-06-22,350.32999,
1921-06-23,350.32999,
1921-06-24,350.32999,
1921-06-25,350.32999,
1921-06-26,350.32999,
1921-06-27,350.32999,
1921-06-28,350.32999,
1921-06-29,350.32999,
1921-06-30,350.32999,
1921-07-01,350.32999,
1921-07-02,350.32999,
1921-07-03,350.32999,
1921-07-04,350.32999,
1921-07-05,350.32999,
1921-07-06,350.32999,
1921-07-07,350.32999,
1921-07-08,350.32999,
1921-07-09,350.32999,
1921-07-10,350.32999,
1921-07-11,350.32999,
1921-07-12,350.32999,
1921-07-13,350.32999,
1921-07-14,350.32999,
1921-07-15,350.32999,
1921-07-16,350.32999,
1921-07-17,350.32999,
1921-07-18,350.32999,
1921-07-19,350.32999,
1921-07-20,350.32999,
1921-07-21,350.32999,
1921-07-22,350.32999,
1921-07-23,350.32999,
1921-07-24,350.32999,
1921-07-25,350.32999,
1921-07-26,350.32999,
1921-07-27,350.32999,
1921-07-28,350.32999,
1921-07-29,350.32999,
1921-07-30,350.32999,
1921-07-31,350.32999,
1921-08-01,343.672,
1921-08-02,343.672,
1921-08-03,343.672,
1921-08-04,343.672,
1921-08-05,343.672,
1921-08-06,343.672,
1921-08-07,343.672,
1921-08-08,343.672,
1921-08-09,343.672,
1921-08-10,343.672,
1921-08-11,343.672,
1921-08-12,343.672,
1921-08-13,343.672,
1921-08-14,343.672,
1921-08-15,343.672,
1921-08-16,343.672,
1921-08-17,343.672,
1921-08-18,343.672,
1921-08-19,343.672,
1921-08-20,343.672,
1921-08-21,343.672,
1921-08-22,343.672,
1921-08-23,343.672,
1921-08-24,343.672,
1921-08-25,343.672,
1921-08-26,343.672,
1921-08-27,343.672,
1921-08-28,343.672,
1921-08-29,343.672,
1921-08-30,343.672,
1921-08-31,343.672,
1921-09-01,329.49799,
1921-09-02,329.49799,
1921-09-03,329.49799,
1921-09-04,329.49799,
1921-09-05,329.49799,
1921-09-06,329.49799,
1921-09-07,329.49799,
1921-09-08,329.49799,
1921-09-09,329.49799,
1921-09-10,329.49799,
1921-09-11,329.49799,
1921-09-12,329.49799,
1921-09-13,329.49799,
1921-09-14,329.49799,
1921-09-15,329.49799,
1921-09-16,329.49799,
1921-09-17,329.49799,
1921-09-18,329.49799,
1921-09-19,329.49799,
1921-09-20,329.49799,
1921-09-21,329.49799,
1921-09-22,329.49799,
1921-09-23,329.49799,
1921-09-24,329.49799,
1921-09-25,329.49799,
1921-09-26,329.49799,
1921-09-27,329.49799,
1921-09-28,329.49799,
1921-09-29,329.49799,
1921-09-30,329.49799,
1921-10-01,322.46201,
1921-10-02,322.46201,
1921-10-03,322.46201,
1921-10-04,322.46201,
1921-10-05,322.46201,
1921-10-06,322.46201,
1921-10-07,322.46201,
1921-10-08,322.46201,
1921-10-09,322.46201,
1921-10-10,322.46201,
1921-10-11,322.46201,
1921-10-12,322.46201,
1921-10-13,322.46201,
1921-10-14,322.46201,
1921-10-15,322.46201,
1921-10-16,322.46201,
1921-10-17,322.46201,
1921-10-18,322.46201,
1921-10-19,322.46201,
1921-10-20,322.46201,
1921-10-21,322.46201,
1921-10-22,322.46201,
1921-10-23,322.46201,
1921-10-24,322.46201,
1921-10-25,322.46201,
1921-10-26,322.46201,
1921-10-27,322.46201,
1921-10-28,322.46201,
1921-10-29,322.46201,
1921-10-30,322.46201,
1921-10-31,322.46201,
1921-11-01,350.32999,
1921-11-02,350.32999,
1921-11-03,350.32999,
1921-11-04,350.32999,
1921-11-05,350.32999,
1921-11-06,350.32999,
1921-11-07,350.32999,
1921-11-08,350.32999,
1921-11-09,350.32999,
1921-11-10,350.32999,
1921-11-11,350.32999,
1921-11-12,350.32999,
1921-11-13,350.32999,
1921-11-14,350.32999,
1921-11-15,350.32999,
1921-11-16,350.32999,
1921-11-17,350.32999,
1921-11-18,350.32999,
1921-11-19,350.32999,
1921-11-20,350.32999,
1921-11-21,350.32999,
1921-11-22,350.32999,
1921-11-23,350.32999,
1921-11-24,350.32999,
1921-11-25,350.32999,
1921-11-26,350.32999,
1921-11-27,350.32999,
1921-11-28,350.32999,
1921-11-29,350.32999,
1921-11-30,350.32999,
1921-12-01,350.32999,
1921-12-02,350.32999,
1921-12-03,350.32999,
1921-12-04,350.32999,
1921-12-05,350.32999,
1921-12-06,350.32999,
1921-12-07,350.32999,
1921-12-08,350.32999,
1921-12-09,350.32999,
1921-12-10,350.32999,
1921-12-11,350.32999,
1921-12-12,350.32999,
1921-12-13,350.32999,
1921-12-14,350.32999,
1921-12-15,350.32999,
1921-12-16,350.32999,
1921-12-17,350.32999,
1921-12-18,350.32999,
1921-12-19,350.32999,
1921-12-20,350.32999,
1921-12-21,350.32999,
1921-12-22,350.32999,
1921-12-23,350.32999,
1921-12-24,350.32999,
1921-12-25,350.32999,
1921-12-26,350.32999,
1921-12-27,350.32999,
1921-12-28,350.32999,
1921-12-29,350.32999,
1921-12-30,350.32999,
1921-12-31,350.32999,
1922-01-01,350.32999,
1922-01-02,350.32999,
1922-01-03,350.32999,
1922-01-04,350.32999,
1922-01-05,350.32999,
1922-01-06,350.32999,
1922-01-07,350.32999,
1922-01-08,350.32999,
1922-01-09,350.32999,
1922-01-10,350.32999,
1922-01-11,350.32999,
1922-01-12,350.32999,
1922-01-13,350.32999,
1922-01-14,350.32999,
1922-01-15,350.32999,
1922-01-16,350.32999,
1922-01-17,350.32999,
1922-01-18,350.32999,
1922-01-19,350.32999,
1922-01-20,350.32999,
1922-01-21,350.32999,
1922-01-22,350.32999,
1922-01-23,350.32999,
1922-01-24,350.32999,
1922-01-25,350.32999,
1922-01-26,350.32999,
1922-01-27,350.32999,
1922-01-28,350.32999,
1922-01-29,350.32999,
1922-01-30,350.32999,
1922-01-31,350.32999,
1922-02-01,350.32999,
1922-02-02,350.32999,
1922-02-03,350.32999,
1922-02-04,350.32999,
1922-02-05,350.32999,
1922-02-06,350.32999,
1922-02-07,350.32999,
1922-02-08,350.32999,
1922-02-09,350.32999,
1922-02-10,350.32999,
1922-02-11,350.32999,
1922-02-12,350.32999,
1922-02-13,350.32999,
1922-02-14,350.32999,
1922-02-15,350.32999,
1922-02-16,350.32999,
1922-02-17,350.32999,
1922-02-18,350.32999,
1922-02-19,350.32999,
1922-02-20,350.32999,
1922-02-21,350.32999,
1922-02-22,350.32999,
1922-02-23,350.32999,
1922-02-24,350.32999,
1922-02-25,350.32999,
1922-02-26,350.32999,
1922-02-27,350.32999,
1922-02-28,350.32999,
1922-03-01,350.32999,
1922-03-02,350.32999,
1922-03-03,350.32999,
1922-03-04,350.32999,
1922-03-05,350.32999,
1922-03-06,350.32999,
1922-03-07,350.32999,
1922-03-08,350.32999,
1922-03-09,350.32999,
1922-03-10,350.32999,
1922-03-11,350.32999,
1922-03-12,350.32999,
1922-03-13,350.32999,
1922-03-14,350.32999,
1922-03-15,350.32999,
1922-03-16,350.32999,
1922-03-17,350.32999,
1922-03-18,350.32999,
1922-03-19,350.32999,
1922-03-20,350.32999,
1922-03-21,350.32999,
1922-03-22,350.32999,
1922-03-23,350.32999,
1922-03-24,350.32999,
1922-03-25,350.32999,
1922-03-26,350.32999,
1922-03-27,350.32999,
1922-03-28,350.32999,
1922-03-29,350.32999,
1922-03-30,350.32999,
1922-03-31,350.32999,
1922-04-01,350.32999,
1922-04-02,350.32999,
1922-04-03,350.32999,
1922-04-04,350.32999,
1922-04-05,350.32999,
1922-04-06,350.32999,
1922-04-07,350.32999,
1922-04-08,350.32999,
1922-04-09,350.32999,
1922-04-10,350.32999,
1922-04-11,350.32999,
1922-04-12,350.32999,
1922-04-13,350.32999,
1922-04-14,350.32999,
1922-04-15,350.32999,
1922-04-16,350.32999,
1922-04-17,350.32999,
1922-04-18,350.32999,
1922-04-19,350.32999,
1922-04-20,350.32999,
1922-04-21,350.32999,
1922-04-22,350.32999,
1922-04-23,350.32999,
1922-04-24,350.32999,
1922-04-25,350.32999,
1922-04-26,350.32999,
1922-04-27,350.32999,
1922-04-28,350.32999,
1922-04-29,350.32999,
1922-04-30,350.32999,
1922-05-01,350.32999,
1922-05-02,350.32999,
1922-05-03,350.32999,
1922-05-04,350.32999,
1922-05-05,350.32999,
1922-05-06,350.32999,
1922-05-07,350.32999,
1922-05-08,350.32999,
1922-05-09,350.32999,
1922-05-10,350.32999,
1922-05-11,350.32999,
1922-05-12,350.32999,
1922-05-13,350.32999,
1922-05-14,350.32999,
1922-05-15,350.32999,
1922-05-16,350.32999,
1922-05-17,350.32999,
1922-05-18,350.32999,
1922-05-19,350.32999,
1922-05-20,350.32999,
1922-05-21,350.32999,
1922-05-22,350.32999,
1922-05-23,350.32999,
1922-05-24,350.32999,
1922-05-25,350.32999,
1922-05-26,350.32999,
1922-05-27,350.32999,
1922-05-28,350.32999,
1922-05-29,350.32999,
1922-05-30,350.32999,
1922-05-31,350.32999,
1922-06-01,349.13199,
1922-06-02,349.13199,
1922-06-03,349.13199,
1922-06-04,349.13199,
1922-06-05,349.13199,
1922-06-06,349.13199,
1922-06-07,349.13199,
1922-06-08,349.13199,
1922-06-09,349.13199,
1922-06-10,349.13199,
1922-06-11,349.13199,
1922-06-12,349.13199,
1922-06-13,349.13199,
1922-06-14,349.13199,
1922-06-15,349.13199,
1922-06-16,349.13199,
1922-06-17,349.13199,
1922-06-18,349.13199,
1922-06-19,349.13199,
1922-06-20,349.13199,
1922-06-21,349.13199,
1922-06-22,349.13199,
1922-06-23,349.13199,
1922-06-24,349.13199,
1922-06-25,349.13199,
1922-06-26,349.13199,
1922-06-27,349.13199,
1922-06-28,349.13199,
1922-06-29,349.13199,
1922-06-30,349.13199,
1922-07-01,337.98999,
1922-07-02,337.98999,
1922-07-03,337.98999,
1922-07-04,337.98999,
1922-07-05,337.98999,
1922-07-06,337.98999,
1922-07-07,337.98999,
1922-07-08,337.98999,
1922-07-09,337.98999,
1922-07-10,337.98999,
1922-07-11,337.98999,
1922-07-12,337.98999,
1922-07-13,337.98999,
1922-07-14,337.98999,
1922-07-15,337.98999,
1922-07-16,337.98999,
1922-07-17,337.98999,
1922-07-18,337.98999,
1922-07-19,337.98999,
1922-07-20,337.98999,
1922-07-21,337.98999,
1922-07-22,337.98999,
1922-07-23,337.98999,
1922-07-24,337.98999,
1922-07-25,337.98999,
1922-07-26,337.98999,
1922-07-27,337.98999,
1922-07-28,337.98999,
1922-07-29,337.98999,
1922-07-30,337.98999,
1922-07-31,337.98999,
1922-08-01,326.056,
1922-08-02,326.056,
1922-08-03,326.056,
1922-08-04,326.056,
1922-08-05,326.056,
1922-08-06,326.056,
1922-08-07,326.056,
1922-08-08,326.056,
1922-08-09,326.056,
1922-08-10,326.056,
1922-08-11,326.056,
1922-08-12,326.056,
1922-08-13,326.056,
1922-08-14,326.056,
1922-08-15,326.056,
1922-08-16,326.056,
1922-08-17,326.056,
1922-08-18,326.056,
1922-08-19,326.056,
1922-08-20,326.056,
1922-08-21,326.056,
1922-08-22,326.056,
1922-08-23,326.056,
1922-08-24,326.056,
1922-08-25,326.056,
1922-08-26,326.056,
1922-08-27,326.056,
1922-08-28,326.056,
1922-08-29,326.056,
1922-08-30,326.056,
1922-08-31,326.056,
1922-09-01,311.88699,
1922-09-02,311.88699,
1922-09-03,311.88699,
1922-09-04,311.88699,
1922-09-05,311.88699,
1922-09-06,311.88699,
1922-09-07,311.88699,
1922-09-08,311.88699,
1922-09-09,311.88699,
1922-09-10,311.88699,
1922-09-11,311.88699,
1922-09-12,311.88699,
1922-09-13,311.88699,
1922-09-14,311.88699,
1922-09-15,311.88699,
1922-09-16,311.88699,
1922-09-17,311.88699,
1922-09-18,311.88699,
1922-09-19,311.88699,
1922-09-20,311.88699,
1922-09-21,311.88699,
1922-09-22,311.88699,
1922-09-23,311.88699,
1922-09-24,311.88699,
1922-09-25,311.88699,
1922-09-26,311.88699,
1922-09-27,311.88699,
1922-09-28,311.88699,
1922-09-29,311.88699,
1922-09-30,311.88699,
1922-10-01,350.32999,
1922-10-02,350.32999,
1922-10-03,350.32999,
1922-10-04,350.32999,
1922-10-05,350.32999,
1922-10-06,350.32999,
1922-10-07,350.32999,
1922-10-08,350.32999,
1922-10-09,350.32999,
1922-10-10,350.32999,
1922-10-11,350.32999,
1922-10-12,350.32999,
1922-10-13,350.32999,
1922-10-14,350.32999,
1922-10-15,350.32999,
1922-10-16,350.32999,
1922-10-17,350.32999,
1922-10-18,350.32999,
1922-10-19,350.32999,
1922-10-20,350.32999,
1922-10-21,350.32999,
1922-10-22,350.32999,
1922-10-23,350.32999,
1922-10-24,350.32999,
1922-10-25,350.32999,
1922-10-26,350.32999,
1922-10-27,350.32999,
1922-10-28,350.32999,
1922-10-29,350.32999,
1922-10-30,350.32999,
1922-10-31,350.32999,
1922-11-01,350.32999,
1922-11-02,350.32999,
1922-11-03,350.32999,
1922-11-04,350.32999,
1922-11-05,350.32999,
1922-11-06,350.32999,
1922-11-07,350.32999,
1922-11-08,350.32999,
1922-11-09,350.32999,
1922-11-10,350.32999,
1922-11-11,350.32999,
1922-11-12,350.32999,
1922-11-13,350.32999,
1922-11-14,350.32999,
1922-11-15,350.32999,
1922-11-16,350.32999,
1922-11-17,350.32999,
1922-11-18,350.32999,
1922-11-19,350.32999,
1922-11-20,350.32999,
1922-11-21,350.32999,
1922-11-22,350.32999,
1922-11-23,350.32999,
1922-11-24,350.32999,
1922-11-25,350.32999,
1922-11-26,350.32999,
1922-11-27,350.32999,
1922-11-28,350.32999,
1922-11-29,350.32999,
1922-11-30,350.32999,
1922-12-01,350.32999,
1922-12-02,350.32999,
1922-12-03,350.32999,
1922-12-04,350.32999,
1922-12-05,350.32999,
1922-12-06,350.32999,
1922-12-07,350.32999,
1922-12-08,350.32999,
1922-12-09,350.32999,
1922-12-10,350.32999,
1922-12-11,350.32999,
1922-12-12,350.32999,
1922-12-13,350.32999,
1922-12-14,350.32999,
1922-12-15,350.32999,
1922-12-16,350.32999,
1922-12-17,350.32999,
1922-12-18,350.32999,
1922-12-19,350.32999,
1922-12-20,350.32999,
1922-12-21,350.32999,
1922-12-22,350.32999,
1922-12-23,350.32999,
1922-12-24,350.32999,
1922-12-25,350.32999,
1922-12-26,350.32999,
1922-12-27,350.32999,
1922-12-28,350.32999,
1922-12-29,350.32999,
1922-12-30,350.32999,
1922-12-31,350.32999,
1923-01-01,350.32999,
1923-01-02,350.32999,
1923-01-03,350.32999,
1923-01-04,350.32999,
1923-01-05,350.32999,
1923-01-06,350.32999,
1923-01-07,350.32999,
1923-01-08,350.32999,
1923-01-09,350.32999,
1923-01-10,350.32999,
1923-01-11,350.32999,
1923-01-12,350.32999,
1923-01-13,350.32999,
1923-01-14,350.32999,
1923-01-15,350.32999,
1923-01-16,350.32999,
1923-01-17,350.32999,
1923-01-18,350.32999,
1923-01-19,350.32999,
1923-01-20,350.32999,
1923-01-21,350.32999,
1923-01-22,350.32999,
1923-01-23,350.32999,
1923-01-24,350.32999,
1923-01-25,350.32999,
1923-01-26,350.32999,
1923-01-27,350.32999,
1923-01-28,350.32999,
1923-01-29,350.32999,
1923-01-30,350.32999,
1923-01-31,350.32999,
1923-02-01,350.32999,
1923-02-02,350.32999,
1923-02-03,350.32999,
1923-02-04,350.32999,
1923-02-05,350.32999,
1923-02-06,350.32999,
1923-02-07,350.32999,
1923-02-08,350.32999,
1923-02-09,350.32999,
1923-02-10,350.32999,
1923-02-11,350.32999,
1923-02-12,350.32999,
1923-02-13,350.32999,
1923-02-14,350.32999,
1923-02-15,350.32999,
1923-02-16,350.32999,
1923-02-17,350.32999,
1923-02-18,350.32999,
1923-02-19,350.32999,
1923-02-20,350.32999,
1923-02-21,350.32999,
1923-02-22,350.32999,
1923-02-23,350.32999,
1923-02-24,350.32999,
1923-02-25,350.32999,
1923-02-26,350.32999,
1923-02-27,350.32999,
1923-02-28,350.32999,
1923-03-01,350.32999,
1923-03-02,350.32999,
1923-03-03,350.32999,
1923-03-04,350.32999,
1923-03-05,350.32999,
1923-03-06,350.32999,
1923-03-07,350.32999,
1923-03-08,350.32999,
1923-03-09,350.32999,
1923-03-10,350.32999,
1923-03-11,350.32999,
1923-03-12,350.32999,
1923-03-13,350.32999,
1923-03-14,350.32999,
1923-03-15,350.32999,
1923-03-16,350.32999,
1923-03-17,350.32999,
1923-03-18,350.32999,
1923-03-19,350.32999,
1923-03-20,350.32999,
1923-03-21,350.32999,
1923-03-22,350.32999,
1923-03-23,350.32999,
1923-03-24,350.32999,
1923-03-25,350.32999,
1923-03-26,350.32999,
1923-03-27,350.32999,
1923-03-28,350.32999,
1923-03-29,350.32999,
1923-03-30,350.32999,
1923-03-31,350.32999,
1923-04-01,350.32999,
1923-04-02,350.32999,
1923-04-03,350.32999,
1923-04-04,350.32999,
1923-04-05,350.32999,
1923-04-06,350.32999,
1923-04-07,350.32999,
1923-04-08,350.32999,
1923-04-09,350.32999,
1923-04-10,350.32999,
1923-04-11,350.32999,
1923-04-12,350.32999,
1923-04-13,350.32999,
1923-04-14,350.32999,
1923-04-15,350.32999,
1923-04-16,350.32999,
1923-04-17,350.32999,
1923-04-18,350.32999,
1923-04-19,350.32999,
1923-04-20,350.32999,
1923-04-21,350.32999,
1923-04-22,350.32999,
1923-04-23,350.32999,
1923-04-24,350.32999,
1923-04-25,350.32999,
1923-04-26,350.32999,
1923-04-27,350.32999,
1923-04-28,350.32999,
1923-04-29,350.32999,
1923-04-30,350.32999,
1923-05-01,350.32999,
1923-05-02,350.32999,
1923-05-03,350.32999,
1923-05-04,350.32999,
1923-05-05,350.32999,
1923-05-06,350.32999,
1923-05-07,350.32999,
1923-05-08,350.32999,
1923-05-09,350.32999,
1923-05-10,350.32999,
1923-05-11,350.32999,
1923-05-12,350.32999,
1923-05-13,350.32999,
1923-05-14,350.32999,
1923-05-15,350.32999,
1923-05-16,350.32999,
1923-05-17,350.32999,
1923-05-18,350.32999,
1923-05-19,350.32999,
1923-05-20,350.32999,
1923-05-21,350.32999,
1923-05-22,350.32999,
1923-05-23,350.32999,
1923-05-24,350.32999,
1923-05-25,350.32999,
1923-05-26,350.32999,
1923-05-27,350.32999,
1923-05-28,350.32999,
1923-05-29,350.32999,
1923-05-30,350.32999,
1923-05-31,350.32999,
1923-06-01,344.02899,
1923-06-02,344.02899,
1923-06-03,344.02899,
1923-06-04,344.02899,
1923-06-05,344.02899,
1923-06-06,344.02899,
1923-06-07,344.02899,
1923-06-08,344.02899,
1923-06-09,344.02899,
1923-06-10,344.02899,
1923-06-11,344.02899,
1923-06-12,344.02899,
1923-06-13,344.02899,
1923-06-14,344.02899,
1923-06-15,344.02899,
1923-06-16,344.02899,
1923-06-17,344.02899,
1923-06-18,344.02899,
1923-06-19,344.02899,
1923-06-20,344.02899,
1923-06-21,344.02899,
1923-06-22,344.02899,
1923-06-23,344.02899,
1923-06-24,344.02899,
1923-06-25,344.02899,
1923-06-26,344.02899,
1923-06-27,344.02899,
1923-06-28,344.02899,
1923-06-29,344.02899,
1923-06-30,344.02899,
1923-07-01,332.69901,
1923-07-02,332.69901,
1923-07-03,332.69901,
1923-07-04,332.69901,
1923-07-05,332.69901,
1923-07-06,332.69901,
1923-07-07,332.69901,
1923-07-08,332.69901,
1923-07-09,332.69901,
1923-07-10,332.69901,
1923-07-11,332.69901,
1923-07-12,332.69901,
1923-07-13,332.69901,
1923-07-14,332.69901,
1923-07-15,332.69901,
1923-07-16,332.69901,
1923-07-17,332.69901,
1923-07-18,332.69901,
1923-07-19,332.69901,
1923-07-20,332.69901,
1923-07-21,332.69901,
1923-07-22,332.69901,
1923-07-23,332.69901,
1923-07-24,332.69901,
1923-07-25,332.69901,
1923-07-26,332.69901,
1923-07-27,332.69901,
1923-07-28,332.69901,
1923-07-29,332.69901,
1923-07-30,332.69901,
1923-07-31,332.69901,
1923-08-01,319.25299,
1923-08-02,319.25299,
1923-08-03,319.25299,
1923-08-04,319.25299,
1923-08-05,319.25299,
1923-08-06,319.25299,
1923-08-07,319.25299,
1923-08-08,319.25299,
1923-08-09,319.25299,
1923-08-10,319.25299,
1923-08-11,319.25299,
1923-08-12,319.25299,
1923-08-13,319.25299,
1923-08-14,319.25299,
1923-08-15,319.25299,
1923-08-16,319.25299,
1923-08-17,319.25299,
1923-08-18,319.25299,
1923-08-19,319.25299,
1923-08-20,319.25299,
1923-08-21,319.25299,
1923-08-22,319.25299,
1923-08-23,319.25299,
1923-08-24,319.25299,
1923-08-25,319.25299,
1923-08-26,319.25299,
1923-08-27,319.25299,
1923-08-28,319.25299,
1923-08-29,319.25299,
1923-08-30,319.25299,
1923-08-31,319.25299,
1923-09-01,303.68799,
1923-09-02,303.68799,
1923-09-03,303.68799,
1923-09-04,303.68799,
1923-09-05,303.68799,
1923-09-06,303.68799,
1923-09-07,303.68799,
1923-09-08,303.68799,
1923-09-09,303.68799,
1923-09-10,303.68799,
1923-09-11,303.68799,
1923-09-12,303.68799,
1923-09-13,303.68799,
1923-09-14,303.68799,
